speaker,marker,job_title,utterance,filename,financial_quarter,call_date
Matt O'Connor,Q,"Analyst, Deutsche Bank Securities, Inc.","['got', 'thank', 'you']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['hey', 'jamie', 'think', 've', 'seen', 'comment', 'government', 'year', 'time', 'career', 'august', 'oped', 'washington', 'post', 'davos', 'talking', 'government', 'think', 'week', 'last', 'week', 'bloomberg', 'saying', 'bank', 'mergers', 'allowed', 'bus', 'tour', 'august', 'asked', 'question', 'now', 'circumstances', 'would', 'leave', 'government', 'service', 'answer', 'love', 'do', 'get', 'love', 'circumstances', 'would', 'consider', 'government', 'service', 'seems', 'like', 'likely', 'past', 'based', 'numerous', 'comments', 'made', 'right', 'wrong', 'what', 'thinking']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['think', 'wrong', 've', 'always', 'american', 'patriot', 'country', 'important', 'company', 'think', 'government', 'important', 'get', 'look', 'world', 'today', 'mike', 'important', 'get', 'things', 'right', 'whole', 'geopolitical', 'world', 'talking', 'american', 'economy', 'try', 'participate', 'policy', 'local', 'level', 'state', 'level', 'federal', 'level', 'international', 'level', 'try', 'help', 'that', 'job', 'try', 'grow', 'economies', 'things', 'like', 'that', 'nothing', 'changed', 'view', 'opinion', 'interest', 'think', 'very', 'important', 'try', 'help', 'government', 'good', 'job']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['asked', 'next', 'administration', 'serve', 'country', 'would', 'open', 'considering']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['think', 'chance', 'almost', 'nil', 'probably', 'going', 've', 'always', 'reserved', 'right', 'make', 'promise', 'people', 'love', 'intend', 'doing', 'almost', 'guarantee', 'll', 'long', 'period', 'time', 'least', 'board', 'kicks', 'out']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'think', 'question', 'extending', 'duration', 'really', 'managing', 'duration', 'right', 'now', 'couple', 'things', 'say', 'obviously', 'lot', 'different', 'versions', 'duration', 'one', 'number', 'disclose', 'ear', 'q', 'comes', 'out', 'see', 'number', 'little', 'bit', 'lower', 'll', 'come', '', 'billion', '', 'billion', 'current', 'estimates', 'correct', 'that', 'number', 'reasons', 'passive', 'active', 'choices', 'extend', 'duration', 'little', 'bit', 'end', 'choice', 'manage', 'extend', 'duration', 'really', 'balancing', 'volatility', 'nii', 'protecting', 'company', 'extreme', 'scenarios', 'either', 'side', 'right', 'now', 'wanted', 'extend', 'result', 'different', 'factors', 'certainly', 'could', 'capacity', 'inside', 'portfolio', 'now', 're', 'comfortable', 'are']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC",['right'],jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['right', 'okay', 'threw', 'curve', 'ball', 'end', 'there', 'erika', 'expecting', 'end', 'question', 'let', 'answer', 'beginning', 'question', 'll', 'also', 'answer', 'end', 'question', 'see', 'current', 'consensus', 'nii', 'markets', 'currently', 'billion', 'obviously', 'lower', 'conference', 'earlier', 'quarter', 're', 'happy', 'see', 'move', 'little', 'bit', 'line', 'still', 'looks', 'little', 'toppy', 'definitely', 'ballpark', 'consists', 'already', 'mentioned', 'previously', 'sort', 'expect', 'nii', 'trough', 'sometime', 'middle', 'year', 'kind', 'assemble', 'parts', 'got', 'fourth', 'quarter', 'run', 'rate', 'got', 'sequential', 'declines', 'got', 'trough', 'middle', 'year', 'got', 'rough', 'ballpark', 'full', 'year', 'imagine', 'trough', 'probably', 'little', 'lower', 'numbers', 'extent', 'growth', 'revolve', 'resumes', 'back', 'half', 'year', 'deposit', 'balances', 'ongoing', 'tailwind', 'card', 'revolve', 'although', 'tailwind', 'little', 'bit', 'less', 'might', 'otherwise', 'thought', 'mean', 'sorry', 'little', 'bit', 'less', 'year', 'still', 'tailwind', 'obviously', 'mix', 'things', 'play', 'different', 'ways', 'point', 'out', 'knows', 'yield', 'curve', 'wind', 'doing', 'current', 'assumptions', 'current', 'yield', 'curve', 'remembering', 're', 'third', 'quarter', 'now', 're', 'kind', 'early', 'that', 'think']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['one', 'thing', 'assure', 'forward', 'curve', 'forward', 'curve', 'six', 'months']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Steven Chubak,Q,"Analyst, Wolfe Research LLC","['well', 'said', 'well', 'thank', 'much', 'taking', 'questions']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['thanks', 'steve']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Erika Najarian,Q,"Analyst, UBS Securities LLC","['first', 'question', 'thank', 'much', 'answering', 'nii', 'questions', 'far', 'jeremy', 'guess', 'another', 'followup', 'imagine', 'daniel', 'said', 'said', 'stage', 'september', 'everyone', 'trying', 'figure', 'overunder', 'net', 'interest', 'income', 'next', 'year', 'maybe', 'twopart', 'first', 'question', 'second', 'inspired', 'jamie', 'said']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Erika Najarian,Q,"Analyst, UBS Securities LLC","['number', 'one', 'nii', 'expected', 'sequentially', 'fourth', 'quarter', 'think', 'yearoveryear', 'consensus', 'new', 'level', 'sounds', 'like', 'consensus', 'still', 'room', 'come', 'down', 'based', 'forward', 'curve', 'jeremy', 'could', 'little', 'bit', 'worse', 'yearoveryear', 'fourth', 'quarter', 'sequential', 'rate', 'said', 'jamie', 'noted', 'idea', 'curve', 'going', 'look', 'like', 'right', 'gyrated', 'much', 'think', 'curve', 'better', 'jpmorgan', 'cuts', 'short', 'end', 'steepness', 'less', 'cuts', 'little', 'bit', 'flatter', 'curve']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['say', 'something', 'first', 'all', 'next', 'time', 'let', 'give', 'damn', 'number', 'want', 'spend', 'time', 'calls', 'like', 'going', 'they', 're', 'guessing', 'nii', 'going', 'next', 'year', 'also', 'point', 'nii', 'things', 'equal', 'number', 'things', 'never', 'equal', 'yield', 'curve', 'recession', 'effect', 'yield', 'curve', 'different', 'continued', 'growth', 'decisions', 'made', 'nonstop', 'things', 'happen', 'marketplace', 'think', 'spend', 'much', 'time', 'irrelevancy', 'get', 'model', 'number', 'model', 'going', 'less', 'billion', 'next', 'year', 'probably', 'lot', 'know', 'know', 'environment']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['good', 'okay', 'question', 'ear', 'things', 'say', 'there', 'already', 'mentioned', 'comes', 'out', 'll', 'show', 'number', 'around', '', 'billion', 'important', 'thing', 'say', 'know', 'experience', 'rate', 'cycle', 'empirical', 'ear', 'meaningfully', 'higher', 'modeled', 'ear', 'disclose', 'main', 'reason', 'retail', 'deposit', 'betas', 'have', 'actuality', 'lower', 'modeled', 'deposit', 'betas', 'starting', 'point', 'kind', 'adjust', 'ear', 'number', 'bigger', 'reported', 'number', 'reasons', 'actually', 'there', 'nuances', 'around', 'dollar', 'nondollar', 'sensitivity', 'interact', 'there', 'question', 'little', 'bit', 'frontend', 'versus', 'backend', 'see', 'actually', 'frontend', 'ear', 'gotten', 'smaller', 'ear', 'backend', 'definitely', 'case', 'that', 'else', 'equal', 'steeper', 'curve', 'better', 'think', 'would', 'also', 'say', 'kind', 'empirical', 'versus', 'theoretical', 'adjustment', 'disproportionately', 'frontend', 'therefore', 'order', 'answer', 'question', 'would', 'say', 'yes', 'want', 'steeper', 'curve', 'fed', 'cut', 'what', 'currently', 'yield', 'curve', 'definitely', 'margin', 'context', 'next', 'year', 'numbers', 'headwind', 'would', 'headwind', 'remain', 'asset', 'sensitive', 'fed', 'cuts']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Glenn Schorr,Q,"Analyst, Evercore ISI","['super', 'helpful', 'thanks', 'much', 'that']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Glenn Schorr,Q,"Analyst, Evercore ISI","['that', 'great', 'hearing', 'much', 'leave', 'that', 'maybe', 'one', 'quick', 'followup', 'terms', 'overall', 'posturing', 'patient', 'smart', 'rates', 'low', 'waited', 'deploy', 'worked', 'great', 'know', 'story', 'now', 'seems', 'like', 'tons', 'excess', 'liquidity', 'patient', 'rates', 'high', 'curious', 'think', 'kind', 'triggers', 'kind', 'things', 'looking', 'market', 'know', 'would', 'extend', 'duration']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['right', 'mean', 'duration', 'truth', 'actually', 'added', 'little', 'bit', 'duration', 'last', 'couple', 'quarters', 'that', 'one', 'thing', 'say', 'last', 'quarter', 'quarter', 'but', 'guess', 'would', 'caution', 'little', 'bit', 'away', 'looking', 'kind', 'reported', 'cash', 'balances', 'balance', 'sheet', 'concluding', 'that', 'look', 'duration', 'concept', 'holistically', 'lot', 'done', 'differently', 'duration', 'front', 'clearly', 'true', 'empirically', 'behaved', 'like', 'assetsensitively', 'rate', 'hiking', 'cycle', 'resulted', 'lot', 'excess', 'nii', 'generation', 'sort', 'way', 'near', 'term', 'look', 'firm', 'overall', 'sensitivity', 'rates', 'look', 'both', 'like', 'eartype', 'lens', 'shortterm', 'nii', 'sensitivity', 'also', 'variety', 'lenses', 'including', 'various', 'types', 'scenario', 'analysis', 'including', 'impacts', 'capital', 'higher', 'rates', 'think', 'jamie', 'said', 'couple', 'times', 'actually', 'aim', 'relatively', 'balanced', 'front', 'also', 'given', 'like', 'inverted', 'yield', 'curve', 'extending', 'duration', 'levels', 'means', 'locking', '', 'rates', 'fact', 'forwards', 'sort', 'compelling', 'given', 'views', 'sort', 'structural', 'upward', 'pressures', 'inflation', 'think', 'put', 'together', 'think', 'kind', 'big', 'change', 'duration', 'posture', 'thing', 'that', 'front', 'line']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['thanks', 'gerard']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['thanks', 'glenn']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Glenn Schorr,Q,"Analyst, Evercore ISI","['see', 'trend', 'happening', 'assetbacked', 'finance', 'side', 'that', 'bigger', 'part', 'world', 'bigger', 'part', 'business', 'appreciate', 'thoughts', 'there', 'thanks']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'thanks', 'glenn', 'private', 'credit', 'nothing', 'really', 'new', 'say', 'there', 'think', 'guess', 'one', 'way', 'environment', 'evolving', 'little', 'bit', 'know', 'lot', 'money', 'raised', 'private', 'credit', 'funds', 'looking', 'deals', 'sort', 'little', 'bit', 'prior', 'comment', 'relatively', 'muted', 'acquisition', 'finance', 'environment', 'point', 'got', 'lot', 'money', 'chasing', 'like', 'many', 'deals', 'space', 'little', 'bit', 'quieter', 'margin', 'another', 'interesting', 'thing', 'note', 'discussion', 'kind', 'lender', 'protections', 'typical', 'syndicated', 'leveraged', 'finance', 'market', 'making', 'way', 'private', 'market', 'well', 'sort', 'people', 'realize', 'even', 'private', 'market', 'probably', 'need', 'protections', 'cases', 'sort', 'supportive', 'theme', 've', 'talking', 'about', 'convergence', 'direct', 'lending', 'space', 'syndicated', 'lending', 'space', 'kind', 'core', 'thesis', 'here', 'offer', 'bestinclass', 'service', 'across', 'entire', 'continuum', 'including', 'secondary', 'market', 'trading', 'feel', 'optimistic', 'offering', 'there', 'think', 'current', 'environment', 'maybe', 'little', 'bit', 'quieter', 'was', 'maybe', 'great', 'moment', 'like', 'kind', 'test', 'whether', 're', 'lot', 'less', 'space', 'speak', 'then', 'assetbacked', 'financing', 'actually', 'asked', 'question', 'before', 'time', 'answer', 'heard', 'much', 'trend', 'continues', 'case', 'clearly', 'must', 'something', 'missing', 'follow', 'maybe', 'chat']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'still', 'feel', 'like', 'comes', 'card', 'chargeoffs', 'delinquencies', 'there', 'much', 'see', 'there', 'still', 'normalization', 'deterioration', 'line', 'expectations', 'say', 'always', 'look', 'quite', 'closely', 'inside', 'cohort', 'inside', 'income', 'cohorts', 'look', 'there', 'specifically', 'example', 'spend', 'patterns', 'see', 'little', 'bit', 'evidence', 'behavior', 'that', 'consistent', 'little', 'bit', 'weakness', 'lower', 'income', 'segments', 'see', 'little', 'bit', 'rotation', 'spend', 'discretionary', 'nondiscretionary', 'effects', 'really', 'quite', 'subtle', 'mind', 'definitely', 'entirely', 'consistent', 'type', 'economic', 'environment', 're', 'seeing', 'strong', 'certainly', 'lot', 'stronger', 'anyone', 'would', 'thought', 'given', 'tightness', 'monetary', 'conditions', 'say', 'like', 'they', 've', 'predicting', 'couple', 'years', 'ago', 'whatever', 'seeing', 'slightly', 'higher', 'unemployment', 'seeing', 'moderating', 'gdp', 'growth', 'entirely', 'surprising', 'seeing', 'tiny', 'bit', 'weakness', 'pockets', 'spend', 'kind', 'hangs', 'together', 'sense', 'actually', 'interesting', 'story']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Glenn Schorr,Q,"Analyst, Evercore ISI","['thanks', 'much', 'jeremy', 'discussions', 'far', 'around', 'private', 'credit', 'all', 'recent', 'comments', 'ability', 'add', 'balance', 'sheet', 'compete', 'need', 'compete', 'private', 'credit', 'front', 'think', 'discussion', 'direct', 'lending', 'component', 'curious', 'showing', 'progress', 'activity', 'front', 'then', 'importantly']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['thanks', 'ken']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Ken Usdin,Q,"Analyst, Jefferies LLC","['thank', 'you']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['sure', 'good', 'question', 'matt', 'mean', 'guess', 'way', 'think', 'couple', 'things', 'like', 'returns', 'tend', 'bit', 'seasonal', 'right', 'kind', 'build', 'fullyear', 'forecast', 'make', 'reasonable', 'based', 'analyst', 'consensus', 'whatever', 'think', 'fourth', 'quarter', 'like', 'better', 'look', 'fullyear', 'basis', 'think', 'returns', 'quarterly', 'numbers', 'obviously', 'strip', 'kind', 'onetime', 'items', 'that', 'like', 'whatever', 'get', 'year', 'still', 'clearly', 'number', 'that', 'higher', 'yeah', 'one', 'source', 'headwinds', 'normalization', 'nii', 'primarily', 'result', 'expected', 'higher', 'deposit', 'costs', 'that', 've', 'talked', 'that', 'part', 'also', 'yield', 'curve', 'effects', 'cuts', 'come', 'curve', 'point', 'normal', 'course', 'kind', 'very', 'very', 'simple', 'mental', 'model', 'company', 'would', 'have', 'like', 'revenues', 'growing', 'organic', 'gdp', 'like', 'rate', 'maybe', 'higher', 'expenses', 'growing', 'similar', 'slightly', 'lower', 'rate', 'producing', 'sort', 'relatively', 'stable', 'overhead', 'ratio', 'even', 'amount', 'nii', 'normalization', 'winds', 'less', 'might', 'thought', 'prior', 'point', 'still', 'background', 'still', 'normalization', 'overhead', 'ratio', 'needs', 'happen', 'much', 'discipline', 'expense', 'management', 'tight', 'always', 'there', 'inflation', 'still', 'nonzero', 'still', 'investments', 're', 'executing', 'there', 'still', 'higher', 'expense', 'come', 'slightly', 'flatter', 'revenue', 'environment', 'result', 'part', 'normalization', 'nii', 'then', 'final', 'point', 'whatever', 'winds', 'answer', 'basel', 'iii', 'endgame', 'pieces', 'assume', 'amount', 'expansion', 'denominator', 'least', 'based', 'know', 'far', 'course', 'pieces', 'could', 'wrong', 'that', 'kind', 'get', 'look', 'various', 'scenarios', 'showed', 'last', 'page', 'investor', 'day', 'presentation', 'illustrates', 'dynamics', 'also', 'much', 'range', 'could', 'actually', 'vary', 'function', 'economic', 'environment', 'factors']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
Ken Usdin,Q,"Analyst, Jefferies LLC","['great', 'thank', 'that', 'jeremy', 'one', 'consumer', 'side', 'anything', 'noticing', 'terms', 'people', 'waiting', 'delinquency', 'stabilization', 'credit', 'card', 'side', 'obviously', 'loss', 'rates', 'coming', 'expected', 'see', 'days', 'pretty', 'flat', 'days', 'come', 'little', 'bit', 'seasonal', 'good', 'rate', 'change', 'trend', 'thoughts', 'there', 'thanks']",jpm-2q24-earnings-call-transcript-final.pdf,2Q24,2024-07-12
